Variable,Label
DP04_0020EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0043PEA,Annotation of Percent!!BEDROOMS!!Total housing units!!4 bedrooms
DP04_0092PEA,Annotation of Percent!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage
DP04_0031PEA,Annotation of Percent!!ROOMS!!Total housing units!!4 rooms
DP04_0142E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more
DP04_0033EA,Annotation of Estimate!!ROOMS!!Total housing units!!6 rooms
DP04_0006PMA,Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units
DP04_0067PMA,Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke
DP04_0141E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0135MA,Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!No rent paid
DP04_0015PE,"Percent!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
DP04_0002MA,Annotation of Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units
DP04_0019E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0122PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0139PEA,Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0064EA,"Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
DP04_0018E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019
DP04_0140EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0115PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0077EA,Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less
DP04_0002PE,Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units
DP04_0055PMA,Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999
DP04_0059PE,Percent!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available
DP04_0140PEA,Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0046MA,Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Owner-occupied
DP04_0015E,"Estimate!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
DP04_0103PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250
DP04_0051EA,Annotation of Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2021 or later
DP04_0014E,Estimate!!UNITS IN STRUCTURE!!Total housing units!!Mobile home
DP04_0020MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0043PMA,Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!4 bedrooms
DP04_0033PE,Percent!!ROOMS!!Total housing units!!6 rooms
DP04_0017E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later
DP04_0031PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!4 rooms
DP04_0067PEA,Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke
DP04_0033MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!6 rooms
DP04_0046PE,Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied
DP04_0016E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units
GEO_ID,Geography
DP04_0127PEA,Annotation of Percent!!GROSS RENT!!Occupied units paying rent!!Less than $500
DP04_0091E,Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage
DP04_0071PMA,Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used
DP04_0105EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599
DP04_0020PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0095EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999
DP04_0090E,Estimate!!MORTGAGE STATUS!!Owner-occupied units
DP04_0064MA,"Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
DP04_0139PMA,Annotation of Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0077PE,Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less
DP04_0093E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage
DP04_0115PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0140PMA,Annotation of Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0140MA,Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0058PMA,Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available
DP04_0077MA,Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less
DP04_0092E,Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage
DP04_0118EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent
DP04_0083PMA,"Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
DP04_0064PE,"Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
DP04_0046PMA,Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Owner-occupied
DP04_0095PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999
DP04_0051MA,Annotation of Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2021 or later
DP04_0127PMA,Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!Less than $500
DP04_0140PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0034PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!7 rooms
DP04_0029EA,Annotation of Estimate!!ROOMS!!Total housing units!!2 rooms
DP04_0082EA,"Annotation of Estimate!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
DP04_0118PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent
DP04_0099E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999"
DP04_0105MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599
DP04_0136EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)
DP04_0098E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
DP04_0003EA,Annotation of Estimate!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0071PEA,Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used
DP04_0083PEA,"Annotation of Percent!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
DP04_0016EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units
DP04_0095MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999
DP04_0118MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent
DP04_0018PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019
DP04_0051PE,Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2021 or later
DP04_0095E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999
DP04_0095PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999
DP04_0094E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500
DP04_0082PE,"Percent!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
DP04_0105PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599
DP04_0047EA,Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Renter-occupied
DP04_0100PEA,"Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
DP04_0097E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
DP04_0006PEA,Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units
DP04_0082MA,"Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
DP04_0123EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0096E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
DP04_0029MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!2 rooms
DP04_0095PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999
DP05_0050PE,Percent!!RACE!!Total population!!One race!!Asian!!Vietnamese
DP05_0025PEA,Annotation of Percent!!SEX AND AGE!!Total population!!18 years and over
DP05_0015EA,Annotation of Estimate!!SEX AND AGE!!Total population!!65 to 74 years
DP05_0001PEA,Annotation of Percent!!SEX AND AGE!!Total population
DP05_0037PEA,Annotation of Percent!!RACE!!Total population!!One race!!White
DP05_0081MA,Annotation of Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone
DP05_0059EA,Annotation of Estimate!!RACE!!Total population!!Two or More Races!!White and Black or African American
DP05_0049PEA,Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Korean
DP05_0002EA,Annotation of Estimate!!SEX AND AGE!!Total population!!Male
DP05_0013PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population!!55 to 59 years
DP05_0028MA,Annotation of Margin of Error!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)
DP05_0050PEA,Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Vietnamese
DP05_0077PMA,Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
DP05_0028E,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)
DP05_0028PE,Percent!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)
DP05_0015MA,Annotation of Margin of Error!!SEX AND AGE!!Total population!!65 to 74 years
DP05_0081PE,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone
DP05_0029E,Estimate!!SEX AND AGE!!Total population!!65 years and over
DP05_0046EA,Annotation of Estimate!!RACE!!Total population!!One race!!Asian!!Chinese
DP05_0033EA,Annotation of Estimate!!RACE!!Total population
DP05_0065PMA,Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population
DP05_0001PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population
DP05_0024E,Estimate!!SEX AND AGE!!Total population!!65 years and over
DP05_0059MA,Annotation of Margin of Error!!RACE!!Total population!!Two or More Races!!White and Black or African American
DP05_0025E,Estimate!!SEX AND AGE!!Total population!!18 years and over
DP05_0002MA,Annotation of Margin of Error!!SEX AND AGE!!Total population!!Male
DP05_0015PE,Percent!!SEX AND AGE!!Total population!!65 to 74 years
DP05_0090PMA,"Annotation of Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
DP05_0026E,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Male
DP05_0077EA,Annotation of Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
DP05_0013PEA,Annotation of Percent!!SEX AND AGE!!Total population!!55 to 59 years
DP05_0002PE,Percent!!SEX AND AGE!!Total population!!Male
DP05_0027E,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Female
DP05_0020EA,Annotation of Estimate!!SEX AND AGE!!Total population!!16 years and over
DP05_0089PMA,"Annotation of Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
DP05_0077PEA,Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
DP05_0020E,Estimate!!SEX AND AGE!!Total population!!16 years and over
DP05_0028PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)
DP05_0021E,Estimate!!SEX AND AGE!!Total population!!18 years and over
DP05_0059PE,Percent!!RACE!!Total population!!Two or More Races!!White and Black or African American
DP05_0046MA,Annotation of Margin of Error!!RACE!!Total population!!One race!!Asian!!Chinese
DP05_0022E,Estimate!!SEX AND AGE!!Total population!!21 years and over
DP05_0004PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females)
DP05_0065PEA,Annotation of Percent!!Race alone or in combination with one or more other races!!Total population
DP05_0033MA,Annotation of Margin of Error!!RACE!!Total population
DP05_0046PE,Percent!!RACE!!Total population!!One race!!Asian!!Chinese
DP05_0023E,Estimate!!SEX AND AGE!!Total population!!62 years and over
DP05_0064EA,Annotation of Estimate!!RACE!!Total population!!Two or More Races!!Black or African American and Some Other Race
DP05_0051EA,Annotation of Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian
DP05_0090PEA,"Annotation of Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
DP05_0041PMA,Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping
DP05_0077MA,Annotation of Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
DP05_0053PMA,Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro
DP05_0089PEA,"Annotation of Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
DP05_0033PE,Percent!!RACE!!Total population
DP05_0020MA,Annotation of Margin of Error!!SEX AND AGE!!Total population!!16 years and over
DP05_0020PE,Percent!!SEX AND AGE!!Total population!!16 years and over
DP05_0028PEA,Annotation of Percent!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)
DP05_0064MA,Annotation of Margin of Error!!RACE!!Total population!!Two or More Races!!Black or African American and Some Other Race
DP05_0077PE,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
DP05_0041PEA,Annotation of Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping
DP05_0064PE,Percent!!RACE!!Total population!!Two or More Races!!Black or African American and Some Other Race
DP05_0051MA,Annotation of Margin of Error!!RACE!!Total population!!One race!!Asian!!Other Asian
DP05_0029EA,Annotation of Estimate!!SEX AND AGE!!Total population!!65 years and over
DP05_0082EA,Annotation of Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone
DP05_0051PE,Percent!!RACE!!Total population!!One race!!Asian!!Other Asian
DP05_0016EA,Annotation of Estimate!!SEX AND AGE!!Total population!!75 to 84 years
DP05_0053PEA,Annotation of Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro
DP05_0016PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population!!75 to 84 years
DP05_0082MA,Annotation of Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone
DP05_0003EA,Annotation of Estimate!!SEX AND AGE!!Total population!!Female
DP05_0068PMA,Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native
DP05_0029MA,Annotation of Margin of Error!!SEX AND AGE!!Total population!!65 years and over
DP05_0029PE,Percent!!SEX AND AGE!!Total population!!65 years and over
DP05_0016MA,Annotation of Margin of Error!!SEX AND AGE!!Total population!!75 to 84 years
DP05_0082PE,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone
DP05_0047EA,Annotation of Estimate!!RACE!!Total population!!One race!!Asian!!Filipino
DP05_0081PMA,Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone
DP05_0016PEA,Annotation of Percent!!SEX AND AGE!!Total population!!75 to 84 years
DP05_0019PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population!!Under 18 years
DP05_0034EA,Annotation of Estimate!!RACE!!Total population!!One race
DP05_0020PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population!!16 years and over
DP05_0004PEA,Annotation of Percent!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females)
DP05_0032PMA,Annotation of Percent Margin of Error!!SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)
DP05_0016PE,Percent!!SEX AND AGE!!Total population!!75 to 84 years
DP05_0068PEA,Annotation of Percent!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native
DP05_0003MA,Annotation of Margin of Error!!SEX AND AGE!!Total population!!Female
